i,j,x
1314,52,1
1315,19,1
1315,24,1
1315,40,1
1315,51,1
1316,18,1
1316,23,1
1316,31,1
1317,6,1
1317,7,1
1318,19,1
1318,20,1
1319,7,1
1320,26,1
1321,11,1
1321,20,1
1323,16,1
1325,20,1
1325,33,1
1326,19,1
1326,22,1
1326,24,1
1327,20,1
1327,64,1
1328,14,1
1328,20,1
1328,35,1
1328,57,1
1329,1,1
1329,7,1
1329,18,1
1329,62,1
1330,20,1
1332,22,1
1332,32,1
1333,23,1
1333,60,1
1336,1,1
1336,18,1
1336,19,1
1336,24,1
1337,6,1
1337,24,1
1338,24,1
1338,37,1
1340,17,1
1340,39,1
1341,33,1
1341,46,1
1341,63,1
1342,41,1
1343,23,1
1344,17,1
1344,20,1
1344,43,1
1346,19,1
1346,45,1
1346,52,1
1347,7,1
1347,27,1
1348,12,1
1348,14,1
1349,7,1
1349,8,1
1349,20,3
1349,62,1
1350,1,1
1350,18,1
1350,20,2
1350,26,2
1350,52,4
1351,37,1
1352,17,1
1352,19,1
1352,20,1
1353,23,1
1353,41,1
1354,12,1
1354,14,1
1355,17,1
1355,23,1
1355,26,1
1356,1,1
1356,24,1
1356,64,1
1357,20,1
1357,60,1
1360,1,1
1360,20,2
1360,22,1
1360,26,1
1361,43,1
1361,57,1
1362,19,1
1362,20,1
1365,4,1
1365,20,1
1366,7,1
1366,8,1
1366,20,3
1366,62,1
1368,24,1
1369,21,1
1370,19,1
1371,19,1
1371,26,1
1372,17,1
1372,26,1
1372,41,1
1372,64,1
1374,1,1
1374,2,1
1374,18,1
1375,20,1
1375,22,1
1376,19,1
1376,20,1
1376,26,1
1377,33,1
1377,46,1
1377,63,1
1378,23,1
1379,20,1
1379,39,1
1380,15,1
1381,15,1
1382,17,1
1382,20,1
1383,1,2
1383,9,1
1383,18,1
1383,20,1
1383,37,1
1383,39,2
1384,7,3
1385,7,1
1385,8,1
1385,20,3
1385,62,1
1386,17,1
1390,19,1
1392,16,1
1392,26,1
1392,61,1
1393,7,1
1393,8,1
1393,20,3
1393,62,1
1394,22,1
1394,32,1
1395,17,1
1395,39,1
1396,1,1
1396,12,1
1396,14,1
1396,35,1
1397,9,1
1397,20,2
1397,39,1
1398,20,1
1398,65,1
1400,21,2
1400,33,1
1401,16,1
1401,20,1
1402,14,1
1402,61,1
1403,43,1
1403,57,1
1405,19,1
1406,64,1
1407,20,2
1407,23,1
1407,26,1
1408,20,1
1409,22,1
1409,32,1
1410,51,1
1411,23,1
1411,46,1
1411,63,1
1412,20,1
1412,53,1
1413,17,1
1413,27,1
1414,1,1
1416,12,1
1416,14,1
1417,33,1
1417,46,1
1417,63,1
1418,12,1
1418,14,1
1419,1,1
1419,12,1
1419,14,1
1419,52,1
1419,61,1
1420,1,1
1421,23,1
1421,38,1
1423,64,1
1424,1,1
1424,18,1
1425,19,1
1426,1,1
1427,61,1
1428,20,2
1429,22,1
1429,39,1
1431,1,1
1431,21,1
1433,23,2
1433,38,2
1434,20,1
1436,26,1
1436,43,1
1436,57,1
1437,17,1
1437,19,1
1437,20,1
1438,22,1
1438,32,1
1440,12,1
1440,21,1
1440,23,1
1440,46,1
1440,63,1
1441,15,1
1441,19,1
1441,24,1
1441,32,1
1443,20,1
1443,26,1
1444,19,1
1444,20,1
1444,23,1
1444,24,1
1445,23,1
1446,17,1
1447,16,1
1447,56,1
1448,22,1
1448,32,1
1450,6,1
1450,10,1
1453,7,1
1453,8,1
1453,62,2
1454,21,1
1455,1,1
1455,19,1
1456,19,1
1456,26,1
1456,39,1
1457,1,1
1457,18,1
1457,20,1
1457,39,1
1459,17,1
1460,15,1
1460,32,1
1461,1,1
1461,20,1
1461,44,1
1461,52,2
1462,7,1
1462,8,1
1462,20,3
1462,62,1
1464,1,1
1464,20,1
1466,17,1
1466,19,2
1466,20,1
1467,19,1
1468,29,1
1471,33,1
1472,1,1
1473,20,1
1474,19,1
1475,23,1
1476,23,1
1477,24,1
1478,17,1
1478,58,1
1479,20,1
1479,21,1
1480,19,2
1480,20,1
1481,26,1
1482,1,1
1482,17,1
1482,19,1
1482,46,1
1482,60,1
1482,63,1
1483,1,1
1483,18,1
1483,24,1
1483,64,1
1484,43,1
1485,1,1
1485,17,1
1485,20,1
1485,41,1
1485,55,1
1486,6,1
1486,10,1
1487,19,1
1487,39,1
1489,20,1
1490,19,1
1490,22,1
1490,24,1
1491,20,1
1491,21,3
1491,38,1
1493,1,1
1493,17,1
1493,18,1
1493,19,1
1493,20,1
1495,17,1
1495,20,1
1495,39,1
1496,14,1
1496,21,1
1497,6,1
1497,10,1
1499,7,1
1499,20,1
1499,23,1
1499,29,1
1499,32,1
1499,43,1
1500,20,1
1500,22,1
1500,52,1
1502,15,1
1502,19,1
1502,20,1
1503,6,1
1503,15,1
1503,20,1
1503,64,1
1504,1,1
1504,20,1
1504,23,1
1504,60,1
1505,20,1
1507,23,1
1508,33,1
1508,54,1
1509,16,1
1510,2,1
1511,20,1
1512,8,1
1512,20,1
1512,33,1
1513,8,1
1513,19,1
1513,23,1
1513,26,1
1514,23,1
1515,39,1
1515,61,1
1516,7,1
1516,8,1
1516,20,3
1516,62,1
1517,1,1
1517,18,1
1517,52,1
1518,31,1
1519,1,1
1521,1,2
1521,18,1
1521,19,1
1521,20,1
1522,20,1
1522,33,1
1523,57,1
1524,17,1
1524,64,1
1525,6,1
1525,10,1
1526,52,1
1527,1,1
1527,7,1
1527,20,2
1527,53,1
1528,20,1
1528,23,1
1529,15,1
1529,32,1
1532,20,1
1532,33,1
1533,43,1
1533,57,1
1534,18,1
1535,20,1
1535,31,1
1537,8,1
1538,24,1
1540,23,1
1540,46,1
1540,63,1
1541,8,1
1541,9,1
1542,20,1
1542,26,1
1542,61,1
1543,20,1
1544,1,1
1544,20,1
1544,57,1
1545,17,1
1546,22,1
1546,32,1
1548,20,1
1549,22,1
1551,19,1
1552,20,1
1552,23,1
1553,19,2
1553,21,1
1554,17,1
1554,38,1
1555,6,1
1555,10,1
1556,6,1
1556,7,1
1556,20,2
1556,21,1
1556,65,1
1557,6,1
1557,10,1
1558,35,1
1560,17,1
1560,20,1
1561,20,1
1562,7,1
1563,15,1
1563,32,1
1564,1,1
1564,15,1
1564,18,1
1564,19,1
1564,20,1
1566,17,1
1566,24,1
1566,26,1
1566,38,1
1567,22,1
1568,1,1
1568,2,1
1569,18,1
1569,19,1
1569,20,1
1570,20,1
1570,23,1
1571,19,1
1572,1,1
1572,7,1
1572,18,1
1572,62,1
1573,57,1
1574,20,2
1574,52,2
1575,14,1
1576,20,1
1577,6,1
1577,19,1
1577,36,1
1578,18,1
1579,19,1
1579,20,1
1579,41,1
1580,6,1
1580,10,1
1581,49,1
1582,1,1
1582,19,1
1583,26,1
1583,59,1
1584,7,1
1584,8,1
1584,20,3
1584,62,1
1586,6,1
1586,10,1
1587,23,1
1588,8,1
1588,26,1
1589,22,1
1589,32,1
1590,7,1
1590,8,1
1590,20,2
1590,62,1
1592,6,1
1593,1,1
1593,7,1
1593,18,1
1593,62,1
1595,7,1
1596,22,1
1597,6,1
1597,26,1
1597,51,1
1599,7,2
1599,8,1
1599,20,4
1599,62,1
1600,6,1
1600,10,1
1601,1,1
1601,12,1
1601,14,1
1601,19,1
1601,20,1
1601,26,1
1602,51,1
1603,1,1
1603,38,1
1603,64,1
1606,19,1
1606,57,1
1607,20,1
1608,60,1
1609,20,1
1611,19,1
1611,20,1
1612,17,1
1613,19,1
1613,31,1
1614,20,1
1614,23,1
1615,20,2
1615,64,1
1619,1,1
1620,24,1
1621,23,1
1621,47,1
1621,57,1
1622,6,1
1622,10,1
1623,62,1
1624,18,1
1625,9,1
1625,19,1
1626,43,1
1627,23,1
1627,58,1
1628,17,1
1629,10,1
1629,12,1
1629,14,1
1629,26,1
1630,14,1
1631,19,1
1631,20,1
1631,41,1
1632,15,1
1632,20,1
1633,20,1
1634,1,1
1634,8,1
1634,23,1
1634,33,1
1634,46,1
1634,54,1
1634,63,1
1635,17,1
1635,19,1
1635,20,1
1636,24,1
1636,26,1
1638,19,1
1639,1,1
1639,7,1
1640,1,2
1640,18,1
1640,19,1
1640,20,1
1641,4,1
1642,20,1
1643,20,1
1644,19,2
1645,1,1
1645,17,1
1645,18,1
1645,19,1
1645,20,1
1645,35,1
1645,41,1
1646,10,1
1646,12,1
1646,14,1
1646,20,1
1647,1,1
1647,20,2
1647,60,1
1647,61,1
1648,16,1
1648,17,1
1649,20,1
1649,53,1
1650,19,1
1650,20,1
1650,33,3
1651,20,1
1651,39,1
1652,19,2
1652,24,1
1652,39,1
1653,1,1
1653,18,1
1653,20,1
1653,33,1
1655,4,1
1656,1,1
1656,20,1
1658,31,1
1658,60,1
1659,6,1
1659,10,1
1660,19,1
1660,23,1
1660,52,1
1661,6,1
1661,10,1
1662,19,1
1662,20,1
1663,20,1
1664,21,2
1664,33,1
1665,6,1
1665,10,1
1666,16,1
1667,20,1
1667,43,1
1670,49,1
1671,20,2
1671,23,1
1671,46,1
1671,63,1
1673,20,2
1673,23,1
1673,33,1
1673,41,1
1673,42,1
1673,46,1
1673,63,1
1674,17,1
1675,17,1
1676,19,1
1677,6,1
1677,7,1
1677,8,1
1678,19,1
1678,20,1
1679,17,1
1679,39,1
1680,24,1
1682,11,1
1682,57,1
1683,19,1
1683,20,1
1683,26,1
1684,6,1
1684,10,1
1685,6,1
1685,24,1
1686,8,1
1686,21,4
1687,6,1
1688,19,1
1689,4,1
1689,20,1
1689,35,1
1690,23,1
1690,46,1
1690,63,1
1691,19,1
1691,20,1
1691,24,1
1691,64,1
1693,19,1
1694,20,1
1695,22,1
1695,32,1
1696,19,1
1696,31,1
1697,38,1
1698,6,1
1698,10,1
1699,26,1
1699,59,1
1700,17,1
1700,19,1
1701,13,1
1701,14,1
1701,23,2
1702,16,1
1703,8,1
1703,20,1
1704,1,1
1704,20,1
1704,26,1
1704,36,1
1704,61,1
1706,20,1
1706,49,1
1707,4,1
1707,51,1
1708,23,1
1708,35,1
1709,6,1
1709,10,1
1710,6,1
1710,9,1
1711,20,1
1711,24,1
1712,20,1
1713,1,1
1713,20,1
1715,23,1
1715,42,1
1716,20,1
1717,1,1
1717,7,1
1717,8,1
1717,21,2
1718,1,1
1718,26,2
1718,32,1
1719,6,1
1719,10,1
1720,33,1
1721,20,1
1722,6,1
1722,10,1
1723,1,1
1723,6,1
1723,20,1
1723,49,1
1724,6,1
1724,10,1
1725,1,1
1725,4,1
1727,19,1
1727,20,1
1727,23,1
1727,52,1
1728,6,1
1728,23,1
1728,35,1
1729,20,2
1729,24,1
1730,19,2
1730,64,1
1731,1,1
1731,18,1
1731,33,1
1731,44,1
1733,16,1
1734,52,1
1735,1,2
1735,18,1
1736,7,1
1736,20,2
1737,16,1
1738,22,1
1738,32,1
1740,19,1
1742,8,1
1742,50,9
1745,20,1
1745,51,1
1745,64,1
1746,1,1
1746,18,1
1747,19,1
1747,49,1
1749,20,1
1751,39,1
1752,20,1
1752,33,1
1752,54,1
1753,1,1
1753,20,1
1753,24,1
1753,26,1
1753,60,1
1754,20,2
1754,64,1
1755,1,1
1755,20,1
1755,23,3
1757,17,1
1757,23,1
1757,41,1
1759,43,1
1759,57,1
1760,11,1
1760,47,1
1761,41,1
1762,16,1
1763,33,1
1763,49,1
1764,17,1
1764,20,1
1764,21,1
1764,64,1
1765,1,1
1765,18,1
1765,19,1
1765,20,1
1765,24,1
1766,22,1
1767,1,2
1767,16,1
1767,18,1
1767,33,3
1768,6,1
1768,7,1
1768,20,1
1770,6,1
1770,10,1
1771,1,1
1771,26,1
1773,51,1
1773,64,1
1774,20,1
1774,26,1
1777,19,1
1778,1,1
1778,18,1
1778,20,2
1779,7,1
1779,22,1
1780,6,1
1780,10,1
1781,17,1
1781,19,1
1782,1,1
1783,1,1
1783,2,1
1783,18,1
1784,23,1
1784,26,1
1785,20,1
1785,39,1
1786,25,1
1787,12,1
1787,14,1
1788,2,1
1790,19,1
1790,24,1
1791,6,1
1791,24,1
1791,26,1
1792,1,1
1792,19,1
1792,39,1
1795,20,1
1796,19,1
1796,23,1
1796,52,1
1797,12,1
1797,14,1
1797,61,1
1799,19,1
1799,20,1
1800,20,1
1800,39,1
1801,22,1
1801,32,1
1802,59,1
1804,1,2
1804,20,1
1804,23,1
1805,17,1
1806,16,1
1808,20,1
1809,18,1
1809,51,1
1810,1,1
1810,6,1
1810,20,1
1810,52,1
1811,24,1
1812,19,1
1813,22,1
1814,17,1
1814,20,1
1815,7,1
1815,19,1
1815,22,1
1815,24,1
1815,43,1
1817,20,1
1817,23,1
1818,9,1
1819,31,1
1820,8,1
1820,20,1
1820,26,1
1821,10,2
1821,20,1
1821,29,1
1822,15,1
1822,19,1
1822,24,1
1822,32,1
1823,14,1
1823,26,1
1824,17,1
1824,47,1
1824,57,1
1825,6,1
1825,10,1
1826,20,1
1827,23,1
1827,57,1
1828,17,1
1828,21,1
1828,64,1
1829,1,1
1829,18,1
1830,19,2
1831,24,1
1831,26,1
1833,19,1
1833,20,2
1834,9,1
1834,20,1
1834,35,1
1835,1,1
1835,18,1
1835,20,1
1836,23,1
1837,40,1
1838,19,1
1838,20,1
1841,1,1
1841,18,1
1841,39,1
1841,45,2
1841,49,1
1842,15,1
1842,20,1
1843,20,1
1843,33,1
1844,1,1
1845,4,1
1845,20,1
1846,20,1
1847,1,1
1847,17,1
1847,18,1
1847,19,1
1847,20,1
1847,39,1
1848,8,1
1848,20,1
1848,23,1
1849,24,1
1850,19,1
1850,22,1
1850,24,1
1851,7,2
1851,20,2
1852,17,1
1852,20,1
1853,16,1
1853,23,1
1853,51,1
1854,19,1
1854,20,1
1854,24,1
1854,41,1
1856,33,1
1856,46,1
1856,63,1
1857,17,1
1857,52,1
1858,23,1
1858,31,1
1858,38,1
1859,33,1
1862,17,1
1862,19,1
1862,20,1
1863,17,1
1863,19,1
1863,20,1
1864,2,1
1865,6,1
1865,7,1
1865,20,1
1866,8,1
1866,35,1
1867,1,1
1867,20,1
1867,60,1
1867,61,1
1869,39,2
1870,22,1
1870,32,1
1871,23,1
1871,52,1
1872,7,1
1873,40,1
1874,6,1
1874,10,1
1875,1,1
1875,17,1
1875,18,1
1875,19,1
1875,20,1
1875,39,1
1876,4,1
1877,1,1
1877,8,1
1877,18,1
1878,14,1
1878,19,1
1879,19,1
1879,52,1
1881,1,2
1881,18,1
1882,23,1
1883,35,1
1884,51,1
1885,1,1
1885,6,1
1885,18,1
1885,33,1
1886,20,1
1886,23,1
1886,31,1
1886,38,1
1887,1,1
1887,14,1
1887,28,1
1888,1,1
1888,18,1
1888,19,2
1888,35,1
1888,44,1
1889,15,1
1889,20,1
1889,26,1
1890,19,2
1891,17,1
1891,19,1
1891,20,1
1892,15,1
1892,20,1
1892,23,1
1892,32,1
1893,15,1
1893,20,1
1894,1,1
1894,7,1
1894,20,1
1894,29,1
1896,7,1
1896,20,1
1896,60,1
1897,20,1
1898,20,1
1898,46,1
1898,47,1
1898,63,1
1899,7,1
1899,15,1
1899,31,1
1900,20,1
1901,35,1
1902,6,1
1902,10,1
1903,19,1
1904,36,1
1905,20,2
1905,22,1
1905,53,1
1906,7,1
1906,8,1
1906,26,1
1906,29,1
1907,20,1
1908,1,1
1908,20,1
1909,20,2
1910,19,1
1910,38,1
1911,17,1
1913,26,1
1913,61,1
1914,20,1
1915,17,1
1915,19,1
1915,20,1
1916,20,1
1916,23,1
1917,1,1
1918,17,1
1918,20,1
1918,48,1
1919,2,1
1921,1,1
1923,24,1
1924,20,1
1924,43,1
1924,57,1
1925,6,1
1925,10,1
1926,21,1
1927,23,1
1927,36,1
1928,6,1
1928,10,1
1930,39,1
1931,6,1
1931,10,1
1932,19,1
1932,20,1
1933,19,1
1933,20,1
1933,35,1
1934,54,1
1936,19,1
1936,20,1
1936,38,1
1937,1,1
1937,4,2
1937,20,1
1938,65,1
1939,19,1
1939,24,1
1940,6,1
1940,10,1
1941,52,1
1943,20,1
1943,64,1
1944,23,1
1945,17,1
1945,54,1
1946,20,1
1947,2,1
1947,4,1
1947,60,1
1949,17,1
1950,19,1
1950,26,1
1953,6,1
1953,10,1
1954,1,1
1954,19,1
1955,24,1
1955,26,1
1956,1,1
1956,8,1
1956,16,1
1957,8,1
1958,1,1
1960,19,1
1960,35,1
1961,22,1
1962,1,2
1962,7,1
1962,19,1
1962,20,1
1963,52,1
1966,20,1
1966,31,1
1967,7,1
1967,22,1
1968,20,1
1968,33,1
1970,20,1
1970,26,1
1971,1,2
1971,2,1
1971,18,1
1971,19,1
1971,20,1
1972,26,1
1973,20,1
1974,1,1
1975,20,1
1975,24,1
1977,33,1
1978,19,1
1978,35,1
1979,19,1
1979,24,1
1979,31,1
1979,43,1
1981,20,1
1982,18,1
1982,19,1
1982,20,1
1982,23,1
1982,39,1
1983,21,1
1983,33,1
1984,6,1
1985,22,1
1985,32,1
1986,22,1
1986,32,1
1987,49,1
1989,20,1
1989,52,1
1990,17,1
1990,58,1
1992,15,1
1992,20,1
1993,20,1
1994,16,1
1995,20,1
1995,25,1
1996,16,1
1996,17,1
1996,23,1
1997,6,1
1997,10,1
1998,21,1
1998,41,1
1999,7,1
2000,20,1
2000,22,1
2001,14,1
2001,57,1
2003,19,1
2003,23,2
2004,23,1
2007,1,1
2007,20,1
2007,26,1
2008,23,1
2009,23,1
2009,58,2
2012,33,1
2015,20,1
2015,62,1
2016,23,1
2017,15,1
2017,20,1
2017,32,1
2020,21,1
2020,35,1
2021,20,1
2021,23,1
2021,39,1
2021,64,1
2022,20,1
2022,26,1
2023,6,1
2023,10,1
2024,40,1
2027,19,1
2028,6,1
2028,19,1
2030,15,1
2030,61,1
2031,15,1
2031,20,2
2033,19,3
2034,1,1
2034,9,1
2035,23,1
2036,17,1
2036,19,1
2037,20,1
2039,31,1
2041,16,1
2042,17,1
2042,40,1
2042,41,1
2043,1,1
2043,8,1
2043,18,1
2043,64,1
2044,41,1
2045,19,1
2045,20,1
2045,23,2
2046,20,1
2046,64,1
2047,7,1
2048,8,1
2048,19,1
2048,20,1
2048,26,1
2049,20,1
2049,26,1
2049,51,1
2050,17,1
2050,20,1
2050,43,1
2050,57,1
2051,20,1
2052,7,1
2052,9,1
2052,29,1
2052,51,1
2053,6,1
2053,7,1
2054,9,1
2055,20,2
2056,1,1
2056,18,1
2056,20,1
2056,39,1
2056,52,2
2057,20,2
2057,33,1
2058,33,1
2060,16,1
2061,1,1
2061,20,2
2063,17,1
2063,39,1
2066,1,1
2066,15,1
2066,18,1
2066,20,1
2067,6,1
2067,10,1
2068,23,1
2069,15,1
2069,19,1
2069,24,1
2070,23,2
2070,28,1
2070,32,1
2071,1,2
2071,18,1
2071,39,1
2072,20,3
2073,16,1
2073,21,2
2073,23,1
2073,46,1
2073,51,1
2073,63,1
2075,20,1
2076,43,1
2077,20,1
2077,45,1
2078,20,1
2078,21,2
2079,1,1
2079,19,2
2079,20,2
2079,23,2
2080,20,1
2080,57,1
2081,19,1
2082,1,1
2082,15,1
2083,6,1
2083,19,1
2084,20,3
2085,1,1
2085,6,1
2085,33,1
2086,16,1
2086,20,1
2087,16,1
2088,20,1
2088,23,1
2088,53,1
2089,21,1
2091,6,1
2091,10,1
2092,9,1
2092,17,1
2092,64,1
2093,19,1
2096,38,1
2098,14,1
2098,20,1
2099,1,1
2099,16,1
2099,17,1
2099,18,1
2099,19,1
2099,20,1
2099,52,1
2100,20,1
2100,26,1
2101,17,1
2101,20,1
2102,19,1
2102,20,1
2104,15,1
2104,20,1
2104,23,1
2105,26,1
2105,60,1
2106,19,1
2106,24,1
2107,7,1
2107,20,1
2108,19,1
2109,1,2
2109,18,1
2109,19,1
2109,20,1
2110,1,1
2110,24,1
2111,16,1
2111,26,1
2111,52,1
2112,21,1
2113,19,1
2113,20,1
2113,26,1
2114,6,1
2114,26,1
2115,17,1
2116,1,1
2116,7,1
2116,18,1
2116,62,1
2117,1,2
2117,18,1
2117,22,1
2119,1,1
2119,24,1
2119,26,1
2119,60,1
2120,6,1
2120,17,1
2120,26,1
2121,33,1
2122,6,1
2122,15,1
2122,64,1
2123,1,1
2123,7,1
2124,19,1
2124,20,1
2125,1,1
2125,18,1
2126,27,1
2126,38,2
2127,2,1
2127,20,1
2128,26,1
2128,40,1
2128,47,1
2128,57,1
2129,1,1
2129,19,1
2129,22,1
2130,1,2
2130,18,1
2130,19,1
2130,20,2
2130,24,1
2131,17,1
2131,43,1
2133,8,1
2135,19,1
2135,22,1
2136,6,1
2138,9,1
2140,19,1
2140,20,1
2141,20,2
2141,52,2
2142,18,1
2142,20,1
2143,14,1
2143,26,1
2143,60,2
2143,61,1
2144,20,1
2144,26,1
2145,20,1
2145,23,1
2145,31,1
2145,57,1
2146,19,1
2146,20,1
2147,20,1
2148,20,2
2148,51,1
2149,1,1
2149,7,1
2149,29,1
2150,4,1
2150,19,1
2150,20,1
2151,15,1
2151,20,1
2152,1,1
2152,17,1
2152,18,1
2152,20,1
2153,10,1
2153,23,1
2154,16,1
2154,46,1
2154,63,1
2155,17,1
2156,20,1
2157,20,2
2158,7,1
2158,8,1
2158,29,1
2159,20,1
2159,23,1
2161,6,1
2161,23,1
2161,46,1
2161,63,1
2162,1,1
2162,20,1
2163,19,1
2164,4,1
2164,19,1
2164,26,1
2164,61,1
2165,17,1
2165,19,1
2165,20,1
2165,23,1
2166,43,1
2168,8,1
2168,26,1
2171,6,1
2173,20,1
2174,20,1
2174,52,1
2176,7,2
2176,8,1
2176,20,4
2176,62,1
2177,20,1
2177,51,1
2178,29,1
2179,20,1
2180,19,1
2180,23,1
2180,42,1
2181,6,1
2181,40,1
2182,6,1
2183,23,1
2183,60,1
2184,1,1
2184,20,1
2184,22,1
2184,32,1
2184,60,1
2186,1,1
2186,18,1
2186,33,1
2187,4,1
2188,1,1
2188,2,1
2189,20,2
2189,23,1
2191,19,1
2192,1,1
2192,17,1
2192,19,2
2193,6,1
2193,10,1
2194,1,1
2194,18,1
2194,19,1
2194,20,1
2194,24,1
2195,1,1
2195,6,1
2196,20,2
2196,23,1
2197,10,2
2197,21,3
2198,19,2
2199,18,1
2199,20,1
2201,19,2
2201,20,1
2202,19,1
2203,19,1
2205,1,1
2205,20,1
2205,35,1
2206,33,1
2207,6,1
2207,10,1
2208,1,1
2208,7,1
2208,18,1
2208,62,1
2209,17,1
2209,39,1
2209,64,1
2210,15,1
2210,20,2
2210,32,1
2211,54,1
2212,20,1
2212,64,1
2213,6,1
2213,10,1
2214,9,1
2215,35,1
2216,24,1
2216,43,1
2216,64,1
2217,18,1
2217,20,1
2217,24,1
2218,19,1
2219,26,1
2219,51,1
2220,46,1
2220,54,1
2220,63,1
2221,14,1
2222,6,1
2222,8,1
2222,20,1
2223,26,1
2223,52,1
2224,49,1
2225,19,1
2225,38,1
2229,1,1
2229,33,1
2229,46,1
2229,63,1
2230,31,1
2230,60,1
2232,19,1
2233,20,1
2233,33,1
2235,1,1
2235,18,1
2235,19,1
2235,20,1
2235,52,1
2235,53,1
2236,22,1
2236,32,1
2238,19,1
2239,22,1
2239,32,1
2240,33,1
2240,40,1
2241,26,1
2241,52,1
2242,1,1
2242,20,1
2242,26,1
2244,7,1
2244,8,1
2244,20,3
2244,62,1
2245,19,1
2246,6,1
2247,39,1
2248,1,1
2248,7,1
2248,15,1
2250,29,1
2251,7,1
2251,8,1
2251,20,2
2251,62,1
2252,2,1
2252,20,1
2253,19,1
2254,1,1
2254,6,1
2254,20,2
2254,49,1
2255,20,1
2255,31,1
2256,4,1
2257,1,1
2258,12,1
2258,14,1
2259,6,1
2259,10,1
2260,17,1
2260,20,1
2260,39,1
2262,19,2
2262,52,2
2263,57,1
2264,46,1
2264,63,1
2265,17,1
2265,26,1
2265,64,1
2266,1,1
2266,17,1
2267,24,1
2267,64,1
2268,28,1
2268,49,1
2269,26,1
2271,52,1
2271,64,1
2274,1,1
2274,20,1
2275,19,1
2275,52,1
2276,17,1
2276,20,1
2276,60,1
2277,19,1
2277,24,1
2278,19,1
2278,23,1
2278,24,1
2278,44,1
2279,2,1
2280,17,1
2280,20,1
2280,23,1
2282,22,1
2282,32,1
2283,23,1
2283,31,1
2285,33,1
2286,20,1
2286,46,1
2286,63,1
2287,1,2
2287,18,1
2287,21,1
2287,33,1
2287,49,1
2288,16,1
2288,23,1
2291,1,1
2291,18,1
2291,19,1
2291,26,1
2292,20,2
2292,29,1
2293,31,1
2294,19,1
2296,16,1
2296,46,1
2296,63,1
2297,17,1
2298,1,1
2298,8,1
2299,40,1
2300,10,1
2300,23,1
2300,46,1
2300,63,1
2302,1,1
2302,7,1
2302,20,1
2302,23,1
2303,19,1
2304,1,1
2304,20,1
2304,23,1
2304,29,1
2305,20,1
2305,39,1
2306,17,1
2306,19,1
2307,6,1
2307,10,1
2308,1,1
2309,17,1
2309,20,1
2309,31,1
2309,52,1
2310,19,1
2310,20,1
2311,1,1
2311,23,1
2311,60,1
2312,17,1
2312,19,1
2312,20,1
2312,26,1
2314,6,1
2314,26,1
2314,52,1
2315,15,1
2315,20,1
2315,32,1
2317,7,1
2319,22,1
2320,19,1
2320,20,1
2320,24,1
2321,1,1
2321,4,1
2321,20,1
2322,15,1
2322,24,1
2322,64,1
2323,17,1
2323,64,1
2324,1,1
2324,2,1
2324,18,1
2325,19,1
2326,22,1
2326,32,1
2327,20,1
2327,26,1
2328,20,1
2329,1,1
2330,19,1
2330,23,2
2331,7,1
2331,29,1
2333,20,1
2334,20,1
2335,6,1
2335,20,1
2336,4,1
2336,17,1
2336,20,1
2336,27,1
2337,16,1
2338,1,1
2338,18,1
2339,19,1
2339,38,1
2340,1,1
2340,18,1
2340,19,1
2341,8,1
2341,35,1
2343,20,1
2344,43,1
2344,57,1
2345,15,1
2345,20,1
2346,9,1
2346,20,1
2347,23,1
2347,35,1
2349,1,1
2349,18,1
2349,20,1
2349,31,1
2349,38,1
2350,20,1
2350,26,1
2352,1,1
2352,20,1
2353,20,1
2353,64,1
2354,20,1
2355,1,1
2355,15,1
2355,18,1
2356,9,1
2356,16,1
2356,54,1
2357,35,1
2360,39,1
2361,33,1
2362,1,1
2362,8,1
2362,20,1
2362,52,1
2364,7,1
2364,26,1
2365,17,1
2365,20,1
2366,1,1
2366,20,2
2366,33,1
2367,8,1
2367,20,2
2367,21,2
2367,28,1
2368,20,1
2368,23,1
2369,20,1
2370,22,1
2370,32,1
2371,17,1
2371,23,1
2371,26,1
2371,61,1
2373,20,1
2374,39,1
2375,17,1
2375,19,1
2376,33,1
2376,46,1
2376,63,1
2377,19,1
2377,20,1
2377,23,1
2377,52,1
2378,6,1
2378,19,1
2378,24,1
2379,6,1
2379,10,1
2381,19,1
2381,20,2
2381,26,1
2382,16,1
2383,19,1
2383,41,1
2384,17,1
2385,16,1
2385,20,1
2385,61,2
2387,16,1
2388,1,1
2389,7,1
2390,33,1
2391,17,1
2391,64,1
2392,7,1
2392,9,1
2392,16,1
2393,56,1
2394,1,2
2394,18,1
2394,22,1
2395,1,1
2395,21,3
2395,33,1
2395,51,1
2395,54,1
2396,9,1
2396,51,1
2397,15,1
2398,49,1
2400,7,1
2400,8,1
2400,20,1
2400,57,1
2400,62,1
2401,33,1
2401,46,1
2401,63,1
2403,19,1
2404,1,1
2404,6,1
2404,15,1
2404,18,1
2404,20,1
2405,1,1
2406,19,1
2406,23,1
2406,64,1
2407,6,1
2407,20,1
2407,23,1
2407,35,1
2408,1,1
2408,20,1
2410,1,1
2410,18,1
2410,52,1
2411,1,1
2411,15,1
2411,18,1
2411,20,2
2411,32,1
2412,1,1
2412,18,1
2412,19,2
2412,31,1
2412,52,2
2413,6,1
2413,10,1
2414,23,1
2415,20,2
2416,22,1
2416,32,1
2417,1,3
2417,18,1
2417,33,1
2418,20,2
2418,23,1
2419,6,1
