i,j,x
1709,37,1
1710,1,1
1710,2,1
1710,11,1
1710,12,1
1710,37,1
1711,1,1
1711,2,1
1711,37,1
1712,1,1
1712,2,1
1712,37,1
1713,1,2
1713,2,2
1713,26,1
1713,29,1
1713,37,2
1714,1,1
1714,2,1
1714,11,1
1714,12,2
1714,37,1
1715,2,1
1715,37,1
1716,2,1
1716,11,1
1716,12,1
1716,37,1
1717,1,1
1717,2,1
1717,8,1
1717,37,1
1718,1,1
1718,2,1
1718,37,1
1719,1,1
1719,2,1
1719,37,1
1720,1,1
1720,2,1
1720,37,1
1721,1,2
1721,2,1
1721,9,2
1721,11,1
1721,12,1
1721,25,1
1721,37,1
1722,2,1
1722,37,1
1723,1,1
1723,2,1
1723,9,1
1723,37,1
1724,1,1
1724,2,1
1724,11,1
1724,12,1
1724,37,1
1724,42,1
1725,1,1
1725,2,1
1725,37,1
1726,1,1
1726,2,1
1726,37,1
1727,1,1
1727,2,1
1727,11,1
1727,12,1
1727,37,1
1727,41,1
1728,1,1
1728,2,1
1728,7,1
1728,11,1
1728,12,1
1728,26,1
1728,27,1
1728,37,1
1729,1,1
1729,2,1
1729,12,1
1729,37,1
1729,41,1
1730,1,1
1730,2,1
1730,9,1
1730,29,1
1730,37,1
1731,1,1
1731,2,1
1731,37,1
1732,1,1
1732,2,2
1732,12,1
1732,37,2
1733,1,1
1733,2,2
1733,26,1
1733,37,2
1734,1,1
1734,2,1
1734,37,1
1735,1,1
1735,2,3
1735,10,1
1735,37,3
1736,1,1
1736,2,1
1736,30,1
1736,37,1
1737,1,1
1737,2,1
1737,37,1
1738,1,1
1738,2,1
1738,30,1
1738,37,1
1739,1,1
1739,2,1
1739,12,1
1739,35,1
1739,37,1
1740,2,1
1740,37,1
1741,2,1
1741,9,1
1741,11,1
1741,22,1
1741,37,1
1742,1,1
1742,2,1
1742,10,1
1742,12,1
1742,22,1
1742,37,1
1743,2,2
1743,12,1
1743,37,2
1744,1,1
1744,2,1
1744,37,1
1745,2,1
1745,37,1
1746,1,1
1746,2,1
1746,11,1
1746,12,1
1746,15,1
1746,37,1
1747,1,1
1747,2,1
1747,9,1
1747,11,1
1747,12,1
1747,37,1
1748,2,1
1748,37,1
1749,1,1
1749,2,1
1749,11,1
1749,12,1
1749,37,1
1750,1,1
1750,2,1
1750,11,1
1750,12,1
1750,37,1
1751,1,1
1751,2,1
1751,37,1
1752,1,1
1752,2,1
1752,11,1
1752,12,1
1752,37,1
1753,1,1
1753,2,1
1753,11,1
1753,12,1
1753,37,1
1754,1,1
1754,2,1
1754,9,1
1754,11,1
1754,12,1
1754,37,1
1755,1,1
1755,2,1
1755,37,1
1756,1,1
1756,2,1
1756,11,1
1756,37,1
1757,1,1
1757,2,1
1757,11,1
1757,12,1
1757,29,1
1757,37,2
1758,1,1
1758,2,1
1758,11,1
1758,12,1
1758,37,1
1759,1,1
1759,2,1
1759,11,1
1759,12,1
1759,37,1
1760,9,1
1760,12,1
1761,1,2
1761,2,1
1761,12,1
1761,14,1
1761,35,1
1761,37,1
1762,2,1
1762,37,1
1762,39,1
1763,1,1
1763,2,1
1763,37,1
1764,1,1
1764,2,1
1764,11,1
1764,12,1
1764,25,1
1764,37,1
1765,1,1
1765,2,2
1765,29,1
1765,37,2
1765,39,1
1766,2,1
1766,11,1
1766,12,1
1766,37,1
1767,1,2
1767,2,1
1767,9,1
1767,11,1
1767,12,1
1767,37,1
1768,1,1
1768,2,1
1768,12,1
1768,37,1
1769,1,1
1769,2,1
1769,37,1
1770,1,1
1770,2,1
1770,12,1
1770,37,1
1771,1,1
1771,2,1
1771,11,1
1771,12,1
1771,37,1
1772,2,1
1772,37,1
1773,1,1
1773,2,1
1773,11,1
1773,12,1
1773,37,1
1774,1,1
1774,2,1
1774,37,1
1775,2,1
1775,11,1
1775,29,1
1775,30,1
1775,37,1
1776,2,1
1776,12,2
1776,37,1
1777,1,1
1777,2,2
1777,9,1
1777,11,1
1777,12,1
1777,37,2
1778,1,1
1778,2,1
1778,12,2
1778,37,1
1779,1,1
1779,2,1
1779,11,1
1779,12,1
1779,37,1
1780,1,1
1780,2,1
1780,37,1
1781,2,1
1781,11,1
1781,29,1
1781,37,1
1782,1,1
1782,2,1
1782,11,1
1782,12,1
1782,37,1
1783,1,1
1783,2,1
1783,11,1
1783,12,2
1783,17,1
1783,37,1
1784,1,1
1784,2,1
1784,37,1
1785,1,1
1785,2,1
1785,12,1
1785,37,1
1786,1,1
1786,2,1
1786,32,1
1786,37,1
1787,1,1
1787,2,1
1787,11,1
1787,12,1
1787,37,1
1788,1,1
1788,2,1
1788,37,1
1789,1,2
1789,2,1
1789,4,1
1789,12,1
1789,37,1
1790,1,1
1790,2,1
1790,29,1
1790,37,1
1791,1,1
1791,2,1
1791,8,1
1791,11,1
1791,12,1
1791,26,1
1791,27,1
1791,37,1
1792,1,1
1792,2,1
1792,25,1
1792,37,1
1793,1,1
1793,2,1
1793,11,1
1793,12,1
1793,37,1
1794,1,1
1794,2,1
1794,37,1
1795,2,1
1795,11,1
1795,12,1
1795,15,1
1795,30,1
1795,37,1
1795,39,1
1796,2,1
1796,37,1
1797,1,1
1797,2,1
1797,11,1
1797,12,1
1797,37,1
1798,1,1
1798,2,1
1798,11,1
1798,12,1
1798,29,1
1798,37,1
1799,1,1
1799,2,1
1799,9,1
1799,37,1
1800,1,1
1800,2,1
1800,11,1
1800,12,1
1800,30,1
1800,37,1
1800,39,1
1801,1,1
1801,2,1
1801,17,1
1801,23,1
1801,37,2
1802,1,1
1802,2,1
1802,12,1
1802,37,1
1803,1,1
1803,2,1
1803,9,1
1803,37,1
1804,1,1
1804,2,1
1804,4,1
1804,11,1
1804,12,1
1804,37,1
1805,1,1
1805,2,1
1805,10,1
1805,37,1
1806,2,1
1806,29,1
1806,37,1
1807,1,1
1807,2,1
1807,37,1
1808,1,1
1808,2,1
1808,9,1
1808,37,1
1809,2,1
1809,37,1
1810,1,1
1810,2,1
1810,12,1
1810,37,1
1811,1,2
1811,2,2
1811,12,1
1811,37,2
1812,2,1
1812,37,1
1813,2,1
1813,37,1
1814,1,1
1814,2,1
1814,37,1
1815,1,1
1815,2,1
1815,37,1
1816,1,1
1816,2,1
1816,26,1
1816,37,1
1817,1,1
1817,2,1
1817,12,1
1817,37,1
1818,1,1
1818,2,1
1818,11,1
1818,12,1
1818,37,1
1819,1,1
1819,2,1
1819,9,1
1819,37,1
1820,1,1
1820,2,1
1820,11,1
1820,12,1
1820,26,2
1820,37,1
1821,2,1
1821,37,1
1821,39,1
1822,1,1
1822,2,1
1822,37,1
1823,1,1
1823,2,1
1823,14,1
1823,37,1
1824,2,1
1824,17,1
1824,37,1
1825,1,1
1825,2,1
1825,8,1
1825,29,1
1825,37,1
1826,1,2
1826,2,2
1826,11,1
1826,12,1
1826,37,2
1827,11,1
1828,1,1
1828,2,1
1828,37,1
1829,1,1
1829,2,1
1829,37,1
1829,39,1
1830,1,1
1830,2,1
1830,3,1
1830,15,1
1830,27,1
1830,37,1
1831,2,1
1831,30,1
1831,37,1
1832,2,1
1832,37,1
1833,1,1
1833,2,1
1833,33,2
1833,37,1
1834,1,1
1834,2,1
1834,11,1
1834,12,1
1834,37,1
1835,1,1
1835,2,1
1835,22,1
1835,37,1
1836,1,1
1836,2,1
1836,11,1
1836,12,1
1836,37,1
1837,1,1
1837,2,2
1837,12,1
1837,32,1
1837,37,2
1838,2,1
1838,11,1
1838,12,1
1838,37,2
1839,1,1
1839,2,1
1839,12,1
1839,37,1
1840,1,1
1840,2,1
1840,37,1
1841,1,1
1841,2,1
1841,37,1
1842,2,1
1842,12,1
1842,37,1
1843,1,1
1843,2,1
1843,37,1
1844,2,1
1844,37,1
1845,1,1
1845,2,1
1845,11,1
1845,12,1
1845,37,1
1846,1,1
1846,2,1
1846,11,1
1846,12,1
1846,37,1
1847,2,1
1847,37,2
1848,1,1
1848,2,2
1848,11,1
1848,12,1
1848,26,1
1848,37,2
1849,1,1
1849,2,1
1849,11,1
1849,12,1
1849,37,1
1850,1,1
1850,2,1
1850,37,1
1851,1,1
1851,2,1
1851,37,1
1852,1,1
1852,2,1
1852,30,1
1852,37,1
1853,1,1
1853,2,1
1853,37,1
1853,39,1
1854,1,1
1854,2,1
1854,37,1
1855,1,1
1855,2,1
1855,17,1
1855,37,1
1856,1,1
1856,2,1
1856,37,1
1857,2,1
1857,37,1
1858,1,1
1858,2,1
1858,9,1
1858,17,1
1858,37,1
1859,1,1
1859,2,1
1859,37,1
1859,38,1
1860,1,1
1860,2,1
1860,12,1
1860,30,1
1860,37,1
1860,39,1
1861,1,1
1861,2,1
1861,11,1
1861,12,1
1861,37,1
1862,1,1
1862,2,1
1862,11,1
1862,12,1
1862,37,1
1863,2,1
1863,37,1
1864,1,1
1864,2,1
1864,37,1
1865,1,1
1865,2,1
1865,11,1
1865,12,1
1865,37,1
1866,1,1
1866,2,2
1866,4,1
1866,11,1
1866,12,1
1866,17,1
1866,37,2
1867,2,1
1867,37,1
1868,1,2
1868,2,2
1868,11,1
1868,12,1
1868,37,2
1869,2,1
1869,37,2
1870,2,2
1870,24,1
1870,37,2
1871,1,1
1871,2,1
1871,37,1
1872,1,1
1872,2,1
1872,17,1
1872,37,1
1873,1,1
1873,2,1
1873,11,1
1873,12,1
1873,37,2
1874,11,1
1875,1,1
1875,2,1
1875,15,1
1875,37,1
1876,1,1
1876,2,1
1876,11,1
1876,12,1
1876,37,1
1877,1,1
1877,2,1
1877,10,1
1877,11,1
1877,37,1
1878,1,1
1878,2,1
1878,11,1
1878,12,1
1878,26,1
1878,37,1
1879,2,1
1879,26,1
1879,37,2
1880,1,1
1880,2,1
1880,17,1
1880,37,1
1881,1,1
1881,2,1
1881,12,1
1881,37,1
1882,1,1
1882,2,1
1882,11,1
1882,12,1
1882,37,1
1883,1,1
1883,2,1
1883,37,1
1884,1,1
1884,2,1
1884,29,1
1884,37,1
1885,1,1
1885,2,1
1885,11,1
1885,12,1
1885,37,1
1886,1,1
1886,2,2
1886,37,2
1887,2,1
1887,11,1
1887,12,1
1887,37,1
1888,1,2
1888,2,2
1888,37,2
1889,1,1
1889,2,1
1889,29,2
1889,37,1
1890,1,1
1890,2,1
1890,37,1
1890,39,1
1891,1,1
1891,2,1
1891,37,1
1892,1,1
1892,2,1
1892,26,1
1892,27,1
1892,37,1
1893,11,1
1893,12,1
1894,1,1
1894,2,1
1894,9,1
1894,37,1
1895,1,2
1895,2,2
1895,11,2
1895,12,2
1895,37,2
1896,1,1
1896,2,1
1896,9,1
1896,37,1
1898,2,1
1898,37,1
1899,2,1
1899,12,1
1899,37,1
1900,37,1
1901,1,1
1901,2,1
1901,37,1
1902,1,1
1902,2,1
1902,11,1
1902,12,1
1902,37,1
1903,2,1
1903,9,2
1903,37,1
1904,1,1
1904,2,1
1904,9,1
1904,11,1
1904,12,1
1904,37,1
1905,2,1
1905,9,1
1905,11,1
1905,12,1
1905,15,1
1905,37,1
1906,1,1
1906,2,1
1906,12,1
1906,37,1
1907,1,1
1907,2,1
1907,37,1
1908,1,1
1908,2,1
1908,11,1
1908,12,1
1908,37,1
1909,1,1
1909,2,1
1909,9,1
1909,37,1
1910,1,1
1910,2,1
1910,11,1
1910,12,1
1910,27,1
1910,37,1
1911,2,1
1911,32,1
1911,37,1
1912,1,1
1912,2,1
1912,4,1
1912,37,1
1913,11,1
1913,12,1
1914,2,1
1914,7,1
1914,9,1
1914,37,1
1915,1,1
1915,2,1
1915,37,1
1916,2,2
1916,37,2
1917,2,1
1917,37,1
1917,39,2
1918,1,1
1918,2,1
1918,37,2
1919,1,1
1919,2,1
1919,37,1
1919,39,1
1920,1,1
1920,2,1
1920,11,1
1920,12,1
1920,37,1
1921,1,1
1921,2,1
1921,37,1
1922,1,1
1922,2,1
1922,11,1
1922,12,2
1922,33,1
1922,37,1
1923,1,1
1923,2,1
1923,37,1
1924,1,1
1924,2,1
1924,34,1
1924,37,1
1925,1,1
1925,2,1
1925,11,1
1925,12,1
1925,37,1
1926,1,1
1926,2,1
1926,11,1
1926,12,1
1926,37,1
1927,2,1
1927,11,1
1927,12,1
1927,37,1
1928,1,1
1928,2,1
1928,12,1
1928,26,1
1928,37,1
1929,1,1
1929,2,1
1929,11,1
1929,12,1
1929,37,1
1930,1,1
1930,2,1
1930,33,1
1930,37,1
1931,11,1
1931,12,1
1931,26,1
1932,1,1
1932,2,1
1932,22,1
1932,25,1
1932,37,1
1933,1,1
1933,2,2
1933,11,1
1933,12,1
1933,37,2
1934,1,1
1934,2,1
1934,11,1
1934,12,1
1934,37,1
1935,1,1
1935,2,1
1935,12,1
1935,37,1
1936,2,1
1936,3,1
1936,37,1
1937,1,1
1937,2,1
1937,11,1
1937,12,1
1937,37,1
1938,1,1
1938,2,1
1938,37,1
1939,2,1
1939,11,1
1939,37,1
1940,1,1
1940,2,1
1940,10,1
1940,22,1
1940,37,1
1941,1,1
1941,2,1
1941,11,1
1941,12,1
1941,37,1
1942,2,1
1942,11,1
1942,12,1
1942,25,1
1942,26,1
1942,37,1
1943,1,1
1943,2,1
1943,11,1
1943,12,2
1943,37,1
1944,1,1
1944,2,1
1944,26,1
1944,37,1
1945,1,1
1945,2,1
1945,37,1
1946,1,1
1946,2,1
1946,37,1
1947,2,1
1947,11,1
1947,12,1
1947,37,1
1948,1,1
1948,2,1
1948,25,1
1948,37,1
1949,1,1
1949,2,1
1949,37,1
1950,1,1
1950,2,1
1950,37,1
1951,2,1
1951,11,1
1951,12,1
1951,37,1
1952,1,1
1952,2,1
1952,11,1
1952,12,1
1952,37,1
1953,1,1
1953,2,1
1953,12,1
1953,37,1
1954,1,1
1954,2,1
1954,12,1
1954,37,1
1955,1,1
1955,2,1
1955,12,1
1955,37,1
1956,1,1
1956,2,1
1956,9,3
1956,11,1
1956,12,1
1956,37,1
1957,1,1
1957,2,1
1957,29,1
1957,37,1
1958,1,1
1958,2,1
1958,37,1
1959,1,1
1959,2,1
1959,11,1
1959,12,1
1959,37,1
1960,1,1
1960,2,2
1960,12,1
1960,37,2
1961,2,2
1961,12,1
1961,37,2
1962,2,2
1962,37,2
1962,39,1
1963,1,1
1963,2,1
1963,10,1
1963,37,1
1964,1,1
1964,2,1
1964,11,1
1964,12,1
1964,37,1
1965,1,1
1965,9,2
1965,26,1
1966,2,1
1966,37,1
1967,1,1
1967,2,1
1967,37,1
1968,1,1
1968,2,1
1968,37,1
1969,2,2
1969,10,1
1969,37,2
1970,1,1
1970,2,1
1970,10,1
1970,37,1
1971,2,1
1971,30,1
1971,37,1
1972,2,1
1972,37,1
1973,2,1
1973,11,1
1973,12,1
1973,37,1
1974,1,1
1974,2,1
1974,37,1
1975,2,1
1975,37,1
1976,1,2
1976,2,1
1976,11,1
1976,12,1
1976,37,1
1977,1,1
1977,2,2
1977,9,1
1977,26,1
1977,37,2
1978,1,2
1978,2,2
1978,11,1
1978,37,2
1979,1,1
1979,2,1
1979,37,1
1980,1,1
1980,2,1
1980,11,1
1980,12,1
1980,37,1
1981,1,1
1981,2,1
1981,9,1
1981,37,1
1982,1,1
1982,2,1
1982,9,1
1982,37,1
1983,1,1
1983,2,1
1983,37,1
1984,1,1
1984,2,1
1984,29,1
1984,37,1
1985,1,1
1985,2,1
1985,37,1
1985,41,1
1986,1,1
1986,2,1
1986,10,1
1986,11,1
1986,12,1
1986,37,1
1987,1,1
1987,2,1
1987,11,1
1987,12,2
1987,37,1
1988,1,1
1988,2,1
1988,37,1
1989,1,2
1989,2,2
1989,12,1
1989,17,1
1989,37,2
1990,2,1
1990,11,1
1990,12,1
1990,37,1
1991,2,1
1991,37,2
1991,39,1
1992,1,2
1992,2,1
1992,12,1
1992,34,1
1992,37,1
1993,1,1
1993,2,1
1993,37,1
1994,1,1
1994,2,1
1994,37,1
1994,41,1
1995,1,1
1995,2,1
1995,9,1
1995,37,1
1996,9,1
1997,1,1
1997,2,1
1997,30,1
1997,37,1
1997,39,1
1998,1,1
1998,2,1
1998,37,1
1999,2,1
1999,29,1
1999,37,1
1999,39,1
2000,2,2
2000,37,2
2001,2,1
2001,37,1
2002,1,1
2002,2,1
2002,37,1
2002,38,1
2003,1,1
2003,2,1
2003,25,1
2003,37,1
2004,1,1
2004,2,1
2004,37,1
2005,2,1
2005,11,1
2005,12,1
2005,37,1
2006,1,1
2006,2,1
2006,37,1
2007,2,1
2007,11,1
2007,12,1
2007,37,1
2008,1,1
2008,2,1
2008,7,1
2008,8,1
2008,37,1
2009,1,1
2009,2,1
2009,11,1
2009,12,1
2009,37,1
2010,2,1
2010,32,1
2010,37,1
2011,1,1
2011,2,1
2011,26,2
2011,27,2
2011,37,1
2012,1,2
2012,2,2
2012,37,2
2013,1,1
2013,2,1
2013,9,1
2013,22,1
2013,27,1
2013,37,1
2014,1,1
2014,2,1
2014,37,1
2015,1,1
2015,2,1
2015,37,1
2016,1,1
2016,2,1
2016,22,1
2016,37,1
2017,1,1
2017,2,1
2017,11,1
2017,12,1
2017,37,1
2018,1,1
2018,2,1
2018,37,1
2019,1,1
2019,2,1
2019,11,1
2019,12,1
2019,29,1
2019,37,1
2020,1,1
2020,2,1
2020,37,1
2020,38,1
2021,1,1
2021,2,1
2021,37,2
2022,1,1
2022,2,1
2022,9,1
2022,26,2
2022,37,1
2023,1,1
2023,2,1
2023,37,1
2024,1,1
2024,2,1
2024,37,1
2025,1,1
2025,2,1
2025,8,1
2025,11,1
2025,12,1
2025,27,1
2025,37,1
2026,2,1
2026,11,1
2026,37,1
2027,1,1
2027,2,1
2027,9,1
2027,37,1
2028,1,2
2028,2,1
2028,14,1
2028,26,1
2028,37,1
2029,2,2
2029,37,2
2030,1,1
2030,2,1
2030,37,1
2031,1,2
2031,2,1
2031,37,1
2032,1,1
2032,2,1
2032,11,1
2032,12,2
2032,37,1
2033,1,1
2033,2,1
2033,29,1
2033,37,1
2033,39,1
2034,1,1
2034,2,1
2034,11,1
2034,12,1
2034,37,1
2035,1,1
2035,2,1
2035,9,1
2035,11,1
2035,12,1
2035,37,1
2036,1,1
2036,2,1
2036,11,1
2036,12,1
2036,37,1
2037,1,1
2037,2,2
2037,12,1
2037,35,1
2037,37,2
2038,1,1
2038,2,1
2038,9,2
2038,37,1
2039,1,1
2039,2,2
2039,37,2
2040,2,1
2040,37,1
2040,39,1
2041,1,1
2041,2,1
2041,12,1
2041,37,1
2041,40,1
2042,1,1
2042,2,1
2042,11,1
2042,12,1
2042,37,1
2043,2,1
2043,37,1
2044,1,1
2044,2,2
2044,26,1
2044,33,1
2044,37,2
2045,1,1
2045,2,1
2045,37,1
2046,1,1
2046,2,1
2046,11,1
2046,12,1
2046,37,1
2047,1,1
2047,2,1
2047,9,1
2047,22,1
2047,27,1
2047,37,1
2048,1,1
2048,2,1
2048,9,1
2048,11,1
2048,12,1
2048,37,1
2049,1,1
2049,2,1
2049,37,1
2050,2,1
2050,37,1
2050,39,1
2051,1,1
2051,2,1
2051,11,1
2051,12,1
2051,17,1
2051,37,1
2053,1,1
2053,2,1
2053,26,1
2053,37,1
2054,1,1
2054,2,1
2054,26,1
2054,29,1
2054,37,1
2055,1,2
2055,2,1
2055,8,1
2055,14,1
2055,37,1
2056,2,1
2056,37,1
2057,1,1
2057,2,1
2057,37,1
2058,1,1
2058,2,1
2058,37,1
2059,1,1
2059,2,1
2059,11,1
2059,12,1
2059,37,1
2060,1,1
2060,2,1
2060,7,1
2060,11,1
2060,12,1
2060,37,1
2061,1,1
2061,2,1
2061,25,1
2061,37,4
2062,1,1
2062,2,1
2062,11,1
2062,12,1
2062,37,1
2063,1,1
2063,2,1
2063,9,1
2063,37,1
2064,2,1
2064,11,1
2064,12,1
2064,15,1
2064,37,2
2065,11,1
2065,12,1
2065,26,1
2066,1,2
2066,2,1
2066,17,1
2066,25,1
2066,37,1
2067,2,1
2067,37,1
2068,1,1
2068,2,1
2068,37,1
2069,1,1
2069,2,1
2069,22,1
2069,37,1
2070,1,1
2071,1,1
2071,2,2
2071,9,1
2071,37,2
2072,1,1
2072,2,1
2072,11,1
2072,37,1
2073,2,1
2073,11,1
2073,12,1
2073,37,1
2074,2,1
2074,11,1
2074,12,1
2074,37,1
2075,1,1
2075,2,1
2075,37,1
2076,1,1
2076,2,1
2076,37,1
2077,2,1
2077,12,1
2077,30,1
2077,37,1
2078,1,1
2078,2,1
2078,11,1
2078,12,1
2078,37,1
2079,2,1
2079,37,1
2080,1,1
2080,2,1
2080,11,1
2080,12,1
2080,37,1
2081,1,1
2081,2,1
2081,12,1
2081,37,1
2082,1,1
2082,2,1
2082,29,1
2082,37,1
2083,1,1
2083,2,1
2083,9,2
2083,11,1
2083,12,1
2083,37,1
2084,1,1
2084,2,1
2084,11,1
2084,12,1
2084,29,1
2084,37,1
2085,1,1
2085,2,2
2085,37,2
2086,1,1
2086,2,1
2086,11,1
2086,12,1
2086,37,1
2087,1,1
2087,2,1
2087,11,1
2087,12,1
2087,37,1
2088,1,1
2088,2,1
2088,10,1
2088,12,1
2088,22,1
2088,36,1
2088,37,2
2089,1,1
2089,2,1
2089,11,2
2089,37,1
2090,1,1
2090,2,1
2090,9,1
2090,26,1
2090,37,1
2090,41,1
2091,1,1
2091,2,1
2091,37,1
2092,2,1
2092,14,1
2092,37,1
2093,1,1
2093,2,1
2093,11,1
2093,12,1
2093,37,1
2094,1,1
2094,2,1
2094,9,1
2094,29,2
2094,37,1
2094,39,1
2095,1,1
2095,2,1
2095,3,1
2095,37,1
2096,1,1
2096,2,1
2096,37,1
2096,39,3
2097,1,1
2097,2,1
2097,37,1
2098,1,1
2098,2,1
2098,37,1
2099,2,1
2099,11,1
2099,12,1
2099,26,1
2099,30,1
2099,37,1
2099,39,1
2100,1,1
2100,2,1
2100,12,1
2100,37,1
2101,1,1
2101,2,1
2101,37,1
2102,1,1
2102,2,1
2102,37,1
2103,1,1
2103,2,1
2103,12,1
2103,37,1
2104,1,1
2104,2,1
2104,9,1
2104,11,1
2104,12,1
2104,26,1
2104,37,1
2105,1,1
2105,2,1
2105,11,1
2105,12,1
2105,37,1
2106,1,1
2106,2,1
2106,9,1
2106,37,1
2107,1,1
2107,2,1
2107,37,1
2108,1,1
2108,2,1
2108,9,1
2108,11,1
2108,12,2
2108,37,1
2109,1,1
2109,2,1
2109,29,1
2109,37,1
2109,39,1
2110,1,1
2110,2,1
2110,37,1
2111,2,1
2111,37,1
2112,1,1
2112,2,1
2112,37,1
2113,1,1
2113,2,1
2113,11,1
2113,12,1
2113,26,1
2113,37,1
2114,1,1
2114,2,1
2114,11,1
2114,12,1
2114,37,1
2115,1,1
2115,2,1
2115,11,1
2115,12,1
2115,37,1
2116,1,1
2116,2,1
2116,11,1
2116,12,1
2116,26,1
2116,37,1
2117,2,1
2117,7,1
2117,37,1
2118,1,1
2118,2,1
2118,9,1
2118,11,1
2118,12,2
2118,37,1
2119,1,1
2119,2,1
2119,11,1
2119,12,1
2119,37,1
2120,1,1
2120,2,1
2120,37,1
2121,2,1
2121,11,1
2121,37,1
2122,1,1
2122,2,1
2122,11,1
2122,12,1
2122,26,1
2122,37,1
2123,2,1
2123,3,1
2123,7,1
2123,37,1
2124,2,1
2124,37,1
2125,1,1
2125,2,1
2125,17,1
2125,37,1
2126,2,1
2126,37,1
2127,2,1
2127,4,1
2127,5,1
2127,37,1
2128,2,1
2128,37,1
2129,1,1
2129,2,1
2129,12,1
2129,37,1
2130,1,1
2130,2,1
2130,37,1
2131,1,2
2131,2,2
2131,12,1
2131,25,1
2131,37,2
2132,1,1
2132,2,1
2132,9,1
2132,37,1
2133,1,1
2133,2,1
2133,11,1
2133,12,1
2133,37,1
2134,1,1
2134,2,1
2134,11,1
2134,12,1
2134,37,1
2135,2,1
2135,7,1
2135,37,1
2136,2,2
2136,11,1
2136,37,2
2137,1,1
2137,2,1
2137,37,1
2138,1,1
2138,2,1
2138,9,1
2138,37,1
2139,1,1
2139,2,1
2139,17,1
2139,25,1
2139,37,1
2140,1,1
2140,2,1
2140,9,1
2140,37,1
2141,1,1
2141,2,1
2141,29,1
2141,37,1
2141,39,1
2142,2,1
2142,21,1
2142,37,1
2143,1,1
2143,2,1
2143,11,1
2143,12,1
2143,37,1
2144,1,1
2144,2,1
2144,37,1
2144,39,1
2145,1,1
2145,2,1
2145,9,1
2145,37,1
2146,1,1
2146,2,1
2146,11,1
2146,12,1
2146,37,1
2147,1,1
2147,2,1
2147,12,1
2147,26,1
2147,37,1
2148,8,1
2148,9,1
2149,1,1
2149,2,1
2149,11,1
2149,12,1
2149,37,1
2150,2,1
2150,11,1
2150,12,1
2150,33,1
2150,37,1
2151,2,1
2151,11,1
2151,12,1
2151,37,1
2152,2,1
2152,37,1
2153,1,1
2153,2,2
2153,9,1
2153,37,2
2153,38,1
2154,1,1
2154,2,1
2154,30,1
2154,37,1
2155,1,1
2155,2,1
2155,9,1
2155,37,1
2156,1,1
2156,2,1
2156,37,1
2157,1,1
2157,2,1
2157,12,1
2157,37,1
2157,42,1
2158,1,1
2158,2,1
2158,11,1
2158,12,1
2158,37,1
2159,1,1
2159,2,1
2159,17,1
2159,37,1
2160,1,1
2160,2,1
2160,37,1
2161,1,1
2161,2,1
2161,37,1
2162,2,1
2162,37,1
2163,11,1
2163,12,1
2164,1,1
2164,2,1
2164,11,1
2164,37,1
2165,1,2
2165,2,2
2165,37,2
2166,1,2
2166,2,2
2166,11,1
2166,12,1
2166,26,1
2166,37,2
2167,1,1
2167,2,1
2167,11,1
2167,12,1
2167,37,1
2168,1,1
2168,2,1
2168,37,1
2168,39,1
2168,41,1
2169,1,1
2169,2,1
2169,37,1
2170,1,1
2170,2,1
2170,10,1
2170,37,1
2171,1,1
2171,2,1
2171,30,1
2171,37,1
2172,2,1
2172,9,1
2172,37,1
2173,2,1
2173,37,1
2174,2,1
2174,37,1
2175,1,1
2175,2,1
2175,37,1
2176,1,1
2176,2,1
2176,9,1
2176,11,2
2176,12,1
2176,37,1
2177,1,1
2177,2,1
2177,11,1
2177,12,1
2177,37,1
2178,2,1
2178,7,1
2178,27,1
2178,37,1
2179,1,1
2179,2,1
2179,11,1
2179,12,1
2179,37,1
2180,2,1
2180,11,1
2180,12,1
2180,37,1
2181,1,1
2181,2,1
2181,11,1
2181,12,1
2181,22,1
2181,25,1
2181,37,1
2182,1,1
2182,2,1
2182,12,1
2182,37,1
2183,1,1
2183,2,1
2183,37,1
2184,1,1
2184,2,1
2184,11,1
2184,12,1
2184,37,1
2185,2,3
2185,11,1
2185,12,1
2185,30,1
2185,37,3
2185,41,1
2186,2,1
2186,11,1
2186,12,1
2186,37,1
2187,2,1
2187,26,1
2187,37,1
2188,1,1
2188,2,2
2188,9,1
2188,29,1
2188,37,2
2189,2,1
2189,37,1
2190,2,2
2190,11,1
2190,37,2
2191,1,1
2191,2,1
2191,11,1
2191,12,1
2191,37,1
2192,1,1
2192,2,1
2192,37,2
2193,1,1
2193,2,1
2193,37,1
2194,1,1
2194,2,1
2194,37,1
2195,1,1
2195,2,1
2195,11,1
2195,12,1
2195,37,1
2196,1,1
2196,2,1
2196,30,1
2196,37,1
2197,2,1
2197,37,1
2198,1,1
2198,2,1
2198,11,1
2198,12,1
2198,37,1
2199,2,1
2199,37,1
2200,1,1
2200,2,1
2200,11,1
2200,12,2
2200,37,1
2201,1,1
2201,2,1
2201,37,1
2202,2,1
2202,17,1
2202,37,1
2203,1,1
2203,2,1
2203,37,1
2204,2,1
2204,37,1
2205,1,1
2205,2,1
2205,12,1
2205,37,1
2206,1,1
2206,2,1
2206,11,1
2206,12,1
2206,26,1
2206,37,1
2207,1,1
2207,2,1
2207,9,1
2207,37,1
2207,38,1
2208,1,1
2208,2,1
2208,10,1
2208,37,2
2209,2,1
2209,11,1
2209,12,1
2209,26,1
2209,37,1
