i,j,x
1254,17,1
1254,18,1
1254,20,1
1255,10,1
1255,23,1
1255,46,1
1255,63,1
1256,19,1
1257,11,1
1257,23,1
1257,60,1
1258,20,1
1260,20,1
1261,19,1
1261,23,1
1261,52,1
1262,23,1
1263,6,1
1263,10,1
1264,16,1
1265,1,1
1265,19,1
1268,20,1
1269,7,1
1270,17,1
1270,20,1
1271,1,1
1271,20,1
1274,20,1
1277,7,1
1277,8,1
1277,20,3
1277,62,1
1278,1,1
1278,10,1
1278,18,1
1278,33,1
1280,19,1
1280,20,1
1280,37,1
1281,1,1
1281,23,1
1282,19,1
1282,23,1
1282,24,1
1282,44,1
1283,17,1
1284,1,1
1284,18,1
1284,26,1
1284,33,1
1285,65,1
1287,43,1
1287,57,1
1289,17,1
1290,20,2
1291,18,1
1291,38,1
1292,31,1
1294,20,2
1295,20,1
1295,24,1
1295,39,1
1296,20,1
1296,33,1
1297,22,1
1297,32,1
1298,43,1
1299,19,1
1299,20,1
1300,1,1
1300,17,1
1300,18,1
1301,20,2
1301,23,1
1301,26,1
1302,20,1
1303,18,1
1303,20,1
1304,16,1
1306,20,1
1308,8,1
1308,19,1
1308,23,1
1308,26,1
1309,17,1
1309,19,1
1310,7,1
1310,8,1
1310,20,3
1310,62,1
1312,6,1
1312,15,1
1312,20,1
1312,64,1
1313,1,2
1313,20,1
1313,23,1
1314,17,1
1314,18,1
1315,1,1
1315,6,1
1315,20,1
1315,49,1
1316,6,1
1316,8,1
1316,20,1
1317,20,1
1317,23,1
1318,1,1
1318,2,1
1318,18,1
1319,1,1
1319,6,1
1320,17,1
1320,19,1
1323,23,1
1323,38,1
1324,19,1
1325,6,1
1326,1,2
1326,18,1
1327,17,1
1328,23,1
1328,46,1
1328,63,1
1329,51,1
1329,64,1
1330,24,1
1331,49,1
1332,20,1
1333,7,1
1333,18,1
1333,47,1
1333,57,1
1334,24,1
1334,26,1
1334,59,1
1335,19,2
1335,21,1
1337,20,1
1338,8,1
1338,35,1
1339,1,1
1339,18,1
1339,20,1
1339,52,1
1340,10,1
1340,51,1
1341,1,3
1341,10,1
1341,18,1
1341,20,1
1341,21,1
1342,6,1
1342,10,1
1345,22,1
1345,32,1
1347,6,1
1347,10,1
1349,20,1
1349,26,1
1349,64,1
1350,17,1
1350,20,1
1350,39,1
1351,7,1
1351,29,1
1353,7,1
1354,17,1
1354,20,1
1354,39,1
1355,20,2
1355,64,1
1356,19,1
1356,23,2
1357,7,1
1358,36,1
1359,6,1
1359,10,1
1360,18,1
1360,51,1
1361,1,1
1361,17,1
1361,18,1
1361,20,1
1361,24,1
1362,22,1
1362,32,1
1363,20,2
1364,6,1
1364,18,1
1364,19,1
1364,20,1
1364,33,1
1364,46,1
1364,63,1
1365,1,1
1365,19,1
1365,20,1
1365,23,2
1367,9,1
1369,19,1
1369,22,1
1370,64,1
1371,16,1
1372,19,1
1372,38,1
1373,7,1
1374,6,1
1375,20,2
1375,64,1
1376,57,1
1377,61,1
1378,4,1
1378,19,1
1378,20,1
1379,20,1
1379,52,1
1380,20,1
1380,60,1
1381,1,1
1382,20,2
1382,52,2
1383,17,1
1383,19,1
1383,20,1
1384,22,1
1385,60,1
1388,20,1
1388,33,1
1389,7,1
1389,15,1
1389,31,1
1390,21,1
1391,12,1
1391,14,1
1391,20,1
1393,1,1
1393,20,2
1394,35,1
1395,7,1
1395,8,1
1395,20,3
1395,62,1
1396,17,1
1396,38,1
1397,27,1
1397,38,2
1398,20,1
1399,6,1
1399,10,1
1400,23,1
1400,52,1
1402,1,1
1403,19,1
1403,20,1
1403,23,1
1403,26,1
1404,8,1
1404,50,9
1405,17,1
1405,19,1
1405,20,1
1405,26,1
1406,23,1
1406,41,1
1407,20,1
1407,23,1
1408,7,1
1408,45,1
1409,1,1
1412,19,1
1413,16,1
1413,21,2
1413,23,1
1413,46,1
1413,51,1
1413,63,1
1414,20,1
1415,8,2
1415,29,1
1416,19,1
1419,1,1
1419,60,1
1420,15,1
1420,32,1
1421,23,1
1422,24,1
1422,26,1
1423,7,1
1424,19,1
1424,24,1
1427,17,1
1427,20,1
1427,31,1
1427,52,1
1428,20,2
1428,26,1
1428,31,1
1428,43,1
1430,1,2
1430,18,1
1430,19,1
1430,20,1
1431,1,2
1431,7,1
1431,19,1
1431,20,1
1433,19,2
1433,20,2
1434,7,1
1434,8,1
1434,20,1
1434,57,1
1434,62,1
1435,1,1
1436,12,1
1436,14,1
1437,26,1
1439,33,1
1440,59,1
1441,1,1
1441,52,1
1442,39,2
1443,31,1
1444,7,2
1444,20,3
1447,7,1
1449,17,1
1449,26,1
1450,33,1
1450,34,1
1452,19,1
1452,20,1
1452,26,1
1453,20,1
1454,1,1
1454,18,1
1454,19,1
1454,20,1
1454,24,1
1455,1,1
1455,18,1
1455,52,1
1456,20,1
1456,33,1
1457,20,1
1458,6,1
1459,20,1
1461,18,1
1461,20,1
1462,19,1
1462,20,1
1464,20,1
1464,22,1
1465,6,1
1465,10,1
1466,33,2
1466,35,1
1468,20,1
1470,9,1
1472,1,1
1472,4,1
1472,35,1
1473,20,1
1474,17,1
1474,23,1
1474,26,1
1475,33,1
1476,19,2
1476,20,1
1479,35,1
1480,1,1
1480,7,1
1480,15,1
1483,26,1
1484,18,1
1484,20,1
1484,24,1
1485,20,2
1486,7,1
1486,26,1
1487,20,1
1487,64,1
1488,12,1
1488,14,1
1489,4,1
1489,20,1
1489,35,1
1490,6,1
1491,6,1
1491,19,1
1491,36,1
1492,6,1
1493,20,1
1493,23,1
1494,19,1
1494,27,1
1495,23,1
1495,36,1
1496,6,1
1496,10,1
1497,1,1
1497,21,1
1498,1,1
1498,18,1
1499,15,1
1499,20,1
1500,17,1
1501,1,2
1501,18,1
1502,17,1
1502,58,1
1503,16,1
1504,19,1
1505,51,1
1505,57,1
1506,17,1
1506,20,1
1506,48,1
1507,20,1
1508,1,1
1508,19,1
1508,20,1
1508,23,1
1508,52,1
1509,20,1
1511,20,1
1511,23,1
1512,39,1
1513,6,1
1513,10,1
1514,16,1
1514,20,1
1514,21,2
1514,23,1
1514,46,1
1514,51,1
1514,63,1
1516,7,1
1516,29,1
1517,19,1
1518,17,1
1519,20,1
1521,6,1
1521,10,1
1522,64,1
1523,24,1
1524,1,2
1524,18,1
1524,21,1
1524,33,1
1524,49,1
1526,6,1
1528,6,1
1528,23,1
1528,35,1
1529,51,1
1530,20,1
1530,23,1
1531,22,1
1531,32,1
1532,19,1
1532,39,1
1533,19,1
1534,20,1
1536,1,1
1536,20,1
1537,22,1
1537,32,1
1538,1,1
1538,18,1
1538,19,1
1538,20,1
1538,24,1
1539,1,1
1539,20,2
1540,7,1
1541,17,1
1543,19,1
1545,1,1
1545,7,1
1545,18,1
1545,62,1
1546,7,1
1547,20,1
1548,46,1
1548,63,1
1550,23,1
1551,8,1
1551,9,1
1552,1,1
1552,20,2
1552,33,1
1553,17,1
1553,19,1
1553,20,1
1554,23,1
1556,21,2
1556,33,1
1558,21,2
1558,33,1
1559,14,1
1559,26,1
1560,1,1
1560,18,1
1560,19,1
1561,9,1
1561,20,1
1561,51,1
1562,16,1
1562,20,1
1562,24,1
1563,1,1
1563,15,1
1563,18,1
1563,32,1
1564,31,1
1564,46,1
1564,63,1
1565,19,1
1565,20,1
1565,23,1
1566,16,1
1567,39,1
1568,7,1
1568,8,1
1568,20,2
1568,62,1
1569,1,1
1569,6,1
1570,20,1
1570,46,1
1570,47,1
1570,63,1
1571,27,1
1572,23,1
1572,57,1
1572,61,1
1573,22,1
1573,32,1
1574,7,1
1574,22,1
1575,16,1
1575,46,1
1575,63,1
1577,20,1
1578,16,1
1578,56,1
1579,43,1
1579,57,1
1580,6,1
1580,10,1
1581,19,1
1581,23,1
1582,1,1
1582,20,1
1583,1,1
1583,19,1
1583,52,1
1584,1,1
1584,18,1
1584,20,1
1585,33,1
1585,46,1
1585,49,1
1585,63,1
1586,6,1
1586,10,1
1587,43,1
1588,7,1
1588,20,1
1589,26,1
1590,2,1
1590,20,1
1591,24,1
1591,64,1
1592,20,1
1593,14,1
1593,57,1
1594,19,1
1594,37,1
1595,22,1
1595,32,1
1596,33,1
1596,45,1
1598,4,1
1598,6,1
1598,20,1
1599,10,1
1599,16,1
1600,7,1
1601,20,1
1602,43,1
1602,57,1
1603,20,1
1604,20,1
1606,6,1
1607,18,1
1607,20,1
1607,61,1
1608,1,1
1608,15,1
1608,20,1
1610,17,1
1610,19,1
1610,39,1
1611,18,1
1611,20,1
1612,20,1
1613,14,1
1613,20,1
1614,21,1
1614,33,1
1615,1,1
1615,23,1
1616,20,1
1616,33,1
1617,21,1
1618,18,1
1618,20,1
1619,17,1
1619,20,1
1619,60,1
1621,8,1
1621,27,1
1621,35,1
1622,20,1
1623,22,1
1623,32,1
1624,1,1
1624,7,1
1624,20,1
1624,23,1
1625,6,1
1625,10,1
1626,23,2
1627,1,1
1627,20,1
1627,47,1
1627,57,1
1628,7,1
1628,8,1
1628,20,4
1628,23,1
1628,62,1
1630,17,1
1630,46,1
1630,60,1
1630,63,1
1631,11,1
1632,7,1
1632,8,1
1632,20,3
1632,62,1
1633,1,1
1633,20,1
1634,16,1
1635,19,1
1635,38,1
1636,6,1
1636,10,1
1637,43,1
1637,57,1
1638,64,1
1639,19,1
1639,31,1
1640,26,1
1640,52,1
1641,19,1
1642,2,1
1642,4,1
1642,20,1
1642,23,1
1642,60,1
1644,43,1
1644,57,1
1645,1,1
1645,17,1
1646,1,1
1647,19,1
1648,20,1
1649,40,1
1650,1,1
1651,7,1
1651,8,1
1651,20,3
1651,62,1
1653,1,1
1653,17,1
1653,18,1
1653,19,1
1653,20,1
1654,24,1
1655,61,1
1656,1,1
1656,7,1
1656,8,1
1656,21,1
1657,20,1
1657,38,1
1658,36,1
1659,20,1
1659,33,1
1660,31,1
1662,21,1
1662,33,1
1663,23,1
1664,33,1
1664,54,1
1665,1,1
1670,19,1
1670,23,1
1670,42,1
1671,6,1
1671,24,1
1672,1,2
1672,18,1
1673,6,1
1673,7,1
1676,22,1
1677,20,1
1680,20,1
1681,20,1
1682,2,1
1683,20,1
1683,26,1
1684,38,1
1685,1,1
1685,20,1
1685,26,1
1685,46,1
1685,63,1
1686,16,1
1687,33,1
1688,1,2
1688,7,1
1688,21,1
1689,8,1
1689,26,1
1690,24,1
1691,6,1
1691,10,1
1693,33,1
1694,1,1
1694,18,1
1694,20,1
1695,39,1
1696,17,1
1696,18,1
1696,26,1
1696,28,1
1696,39,1
1697,1,1
1698,1,1
1698,16,1
1699,1,1
1699,23,1
1700,2,1
1700,20,1
1701,15,1
1702,17,1
1702,19,1
1702,47,1
1703,1,1
1703,17,1
1703,18,1
1704,2,1
1704,12,1
1704,14,1
1704,20,1
1704,51,1
1704,61,1
1705,24,1
1706,6,1
1706,10,1
1708,20,1
1708,24,1
1710,1,1
1710,19,1
1710,20,1
1710,24,1
1710,39,1
1711,26,1
1711,60,1
1712,18,1
1712,20,1
1713,49,1
1714,6,1
1714,10,1
1715,8,1
1715,35,1
1717,21,1
1717,41,1
1718,1,1
1719,15,1
1720,19,1
1720,20,1
1721,24,1
1722,16,1
1722,20,1
1722,23,2
1722,51,1
1724,6,1
1724,52,1
1725,1,1
1725,18,1
1725,38,1
1725,48,1
1726,7,1
1727,20,1
1729,39,1
1729,61,1
1730,20,1
1731,19,1
1731,20,1
1731,24,1
1732,1,1
1732,20,1
1733,18,1
1733,20,1
1733,26,1
1733,51,1
1736,9,1
1736,19,1
1737,20,1
1737,35,1
1738,8,1
1738,21,4
1739,20,2
1739,23,1
1740,24,1
1741,19,1
1741,20,1
1741,41,1
1742,19,1
1743,19,1
1743,22,1
1743,24,1
1745,20,1
1745,23,1
1746,19,1
1747,14,1
1747,61,1
1748,20,1
1749,1,1
1749,8,1
1749,16,1
1750,23,1
1751,31,1
1752,20,1
1752,39,1
1753,20,1
1753,49,1
1754,19,2
1755,16,1
1755,24,1
1757,32,1
1758,7,1
1759,41,1
1761,22,1
1761,24,1
1762,4,1
1763,19,2
1763,20,1
1763,24,1
1764,20,1
1764,51,1
1766,43,1
1766,57,1
1768,20,3
1770,64,1
1771,47,1
1771,52,1
1771,57,1
1771,61,1
1772,23,1
1772,42,1
1773,1,1
1773,2,2
1773,3,1
1773,19,1
1773,20,2
1773,64,1
1774,2,1
1774,20,1
1774,26,1
1775,20,1
1776,8,2
1776,20,1
1776,39,1
1777,16,1
1778,43,1
1778,57,1
1780,16,1
1780,23,1
1781,7,1
1781,8,1
1781,20,1
1781,62,1
1782,20,1
1783,20,2
1783,23,1
1784,20,3
1785,1,2
1785,18,1
1785,19,2
1785,20,1
1786,14,1
1786,20,1
1786,35,1
1786,57,1
1787,20,1
1788,17,1
1788,23,1
1789,61,1
1790,16,1
1791,1,1
1791,21,1
1792,20,1
1793,7,1
1793,20,2
1794,33,1
1795,23,1
1796,26,1
1796,51,1
1798,7,1
1798,20,1
1798,29,1
1799,6,1
1799,10,1
1800,19,1
1801,20,1
1802,1,1
1802,19,1
1802,20,1
1802,39,1
1802,45,1
1802,52,1
1803,16,1
1806,19,1
1806,20,2
1806,26,1
1807,8,1
1807,9,1
1807,20,1
1808,19,1
1808,32,1
1809,1,1
1809,2,1
1811,8,1
1813,17,1
1815,20,1
1816,20,1
1816,23,1
1817,15,1
1817,32,1
1818,6,1
1818,26,1
1818,33,1
1818,41,1
1819,19,1
1820,19,1
1820,43,1
1821,1,1
1821,18,1
1822,1,1
1822,18,1
1822,52,1
1824,8,1
1824,16,1
1824,21,1
1826,23,1
1826,60,1
1827,1,1
1827,18,1
1827,52,1
1828,20,1
1828,26,1
1829,45,1
1831,20,2
1832,18,1
1833,17,1
1834,22,1
1834,32,1
1835,19,1
1835,20,1
1836,14,1
1836,26,1
1836,60,2
1836,61,1
1838,41,1
1839,39,1
1840,49,1
1841,20,1
1842,1,1
1844,19,1
1846,1,1
1846,17,1
1846,18,1
1846,20,1
1848,1,1
1848,7,1
1848,18,1
1848,62,1
1849,6,1
1849,15,1
1849,64,1
1850,19,1
1850,23,2
1852,6,1
1852,10,1
1853,33,1
1854,20,1
1855,23,1
1856,17,1
1857,7,1
1857,20,1
1858,20,1
1858,46,1
1858,63,1
1859,20,1
1859,26,1
1859,60,1
1861,21,1
1861,23,1
1861,33,1
1861,34,1
1862,1,1
1862,21,1
1863,22,1
1863,24,1
1863,64,1
1864,15,1
1864,20,1
1864,26,1
1865,19,1
1867,1,1
1867,20,1
1867,23,3
1868,21,2
1869,50,2
1870,20,1
1870,51,1
1870,64,1
1871,24,1
1872,19,1
1872,20,1
1872,22,1
1872,23,1
1873,9,1
1873,19,1
1873,26,1
1874,15,1
1874,20,1
1874,32,1
1875,1,1
1875,23,1
1875,52,1
1877,6,1
1877,8,1
1879,1,1
1879,19,1
1879,20,1
1880,9,1
1880,12,1
1880,14,1
1881,13,1
1881,23,1
1882,19,2
1885,24,2
1886,17,1
1886,20,1
1887,1,1
1887,18,1
1887,20,2
1887,26,1
1887,52,4
1888,31,1
1888,38,1
1890,7,1
1890,8,1
1890,26,1
1890,29,1
1891,18,1
1891,20,1
1892,10,1
1892,52,1
1893,16,1
1893,20,1
1894,1,1
1894,7,1
1894,20,1
1895,57,1
1896,22,1
1897,22,1
1897,32,1
1898,1,1
1898,8,1
1898,18,1
1898,20,1
1898,64,1
1899,7,1
1899,10,1
1900,23,1
1900,26,1
1901,19,1
1901,20,1
1902,16,1
1902,20,1
1903,16,1
1907,39,2
1908,7,1
1909,20,1
1909,23,1
1912,21,1
1912,35,1
1913,43,1
1913,57,1
1914,1,1
1914,20,1
1914,35,1
1915,20,2
1917,20,1
1917,52,1
1920,1,1
1920,20,1
1920,35,1
1920,36,1
1921,6,1
1921,10,1
1922,19,1
1922,41,1
1924,15,1
1924,20,2
1924,43,1
1925,20,1
1925,64,1
1927,19,1
1927,24,1
1927,40,1
1927,51,1
1928,1,1
1928,19,1
1929,33,1
1929,46,1
1929,63,1
1930,19,1
1930,26,1
1931,17,1
1932,16,1
1932,31,1
1933,19,1
1934,43,1
1934,57,1
1935,20,1
1935,39,1
1936,33,1
1936,51,1
1937,23,1
1937,60,1
1938,33,1
1939,7,1
1939,17,1
1939,19,1
1939,20,1
1939,23,1
1940,22,1
1940,32,1
1942,23,1
1942,38,1
1943,22,1
1943,32,1
1944,19,1
1944,26,1
1945,14,1
1945,21,5
1945,23,1
1946,20,1
1946,26,1
1949,33,1
1950,6,1
1951,12,1
1951,14,1
1953,24,1
1955,33,1
1955,46,1
1955,63,1
1956,20,2
1956,33,1
1956,54,1
1957,17,1
1959,23,1
1960,23,2
1960,38,2
1961,20,2
1961,29,1
1962,19,1
1962,23,1
1962,52,1
1964,21,1
1964,33,1
1965,20,1
1966,19,1
1966,23,1
1966,52,1
1968,4,1
1968,19,1
1968,20,1
1968,52,1
1970,20,1
1971,6,1
1971,15,1
1971,20,1
1971,64,1
1973,12,1
1973,14,1
1974,1,1
1974,7,1
1974,18,1
1974,62,1
1975,26,1
1976,1,1
1976,38,1
1976,64,1
1977,1,1
1978,18,1
1978,19,1
1978,22,1
1978,24,1
1979,33,1
1980,7,1
1980,20,1
1982,2,1
1982,20,1
1983,23,1
1984,7,1
1984,8,1
1984,20,3
1984,62,1
1985,17,1
1986,17,1
1987,22,1
1987,32,1
1988,1,1
1988,18,1
1988,20,1
1988,45,1
1988,52,1
1989,24,1
1990,20,1
1991,15,1
1991,20,1
1992,6,1
1992,10,1
1993,16,1
1993,17,1
1995,6,1
1995,26,1
1996,23,1
1996,35,1
1997,20,1
1997,23,1
1998,15,1
1998,24,1
1998,64,1
2000,10,1
2000,12,1
2000,14,1
2000,26,1
2001,1,1
2001,18,1
2001,20,2
2001,52,1
2002,22,1
2003,24,1
2005,11,1
2005,20,1
2006,1,1
2006,9,1
2006,18,1
2006,37,1
2006,39,1
2007,2,1
2007,19,1
2007,20,1
2009,16,1
2009,26,1
2009,52,1
2010,6,1
2010,7,1
2010,20,2
2010,21,1
2010,65,1
2012,20,1
2012,43,1
2013,20,1
2014,25,1
2015,43,1
2015,57,1
2016,7,1
2016,8,1
2016,20,3
2017,16,1
2018,21,1
2018,33,1
2019,64,1
2020,6,1
2020,20,2
2021,22,1
2022,19,1
2022,22,1
2022,23,1
2024,19,1
2024,31,1
2025,39,1
2026,1,1
2026,20,1
2028,19,2
2028,20,1
2028,22,1
2028,24,1
2028,26,1
2029,4,1
2029,20,1
2031,20,1
2031,46,1
2031,54,1
2031,63,1
2032,19,2
2032,20,1
2033,19,1
2035,8,2
2035,20,1
2037,17,1
2038,9,1
2038,37,1
2039,22,1
2039,32,1
2040,33,1
2041,1,1
2041,20,1
2042,23,1
2043,1,1
2043,20,1
2044,16,1
2044,20,1
2044,61,2
2045,8,1
2045,26,1
2046,14,1
2046,23,2
2046,29,1
2046,57,1
2046,66,1
2048,1,1
2048,18,1
2048,20,1
2048,39,1
2049,33,1
2050,6,1
2050,10,1
2051,20,1
2051,35,1
2053,1,1
2053,7,1
2053,20,2
2053,53,1
2054,20,1
2055,6,1
2055,10,1
2056,20,1
2057,1,1
2057,4,2
2058,6,1
2058,10,1
2060,1,2
2060,19,1
2060,41,1
2060,43,1
2060,64,1
2062,33,1
2062,34,1
2062,51,1
2064,14,1
2064,17,1
2064,21,2
2064,64,1
2065,6,1
2065,10,1
2067,8,1
2067,20,1
2068,16,1
2069,20,1
2069,43,1
2069,57,1
2071,43,1
2072,17,1
2073,20,1
2074,35,1
2076,6,1
2076,20,1
2076,23,1
2076,35,1
2077,17,1
2077,20,1
2078,17,1
2078,19,1
2078,20,1
2079,19,1
2079,20,1
2081,6,1
2081,10,1
2082,16,1
2083,26,1
2083,51,1
2084,1,1
2085,19,2
2085,20,1
2085,24,1
2086,6,1
2086,24,1
2087,32,1
2090,33,1
2090,40,1
2091,7,1
2091,8,1
2091,20,4
2091,62,1
2093,17,1
2093,19,1
2093,20,1
2094,15,1
2094,20,2
2095,19,1
2095,20,1
2096,1,3
2096,18,1
2096,33,1
2097,8,1
2097,35,1
2098,1,1
2099,20,3
2099,26,1
2099,52,4
2100,6,1
2100,10,1
2101,6,1
2101,17,1
2101,26,1
2102,20,1
2103,16,1
2103,23,1
2104,20,1
2104,57,1
2105,17,1
2105,19,1
2105,23,1
2106,20,1
2106,64,1
2107,7,1
2107,26,1
2108,19,1
2110,4,1
2110,7,1
2111,6,1
2111,24,1
2111,26,1
2112,33,1
2112,54,1
2113,23,1
2114,19,1
2114,38,1
2115,1,1
2117,6,1
2117,10,1
2118,39,1
2118,47,1
2119,7,1
2119,8,1
2119,29,1
2120,33,1
2121,7,1
2121,9,1
2121,20,1
2122,1,1
2122,9,1
2122,40,1
2123,20,2
2123,41,1
2124,6,1
2124,20,1
2125,20,1
2126,22,1
2127,19,1
2127,20,1
2128,20,1
2128,51,1
2129,19,1
2129,20,1
2130,1,1
2130,15,1
2131,40,1
2132,10,1
2132,12,1
2132,14,1
2132,20,1
2134,22,1
2135,33,1
2135,46,1
2135,63,1
2139,20,1
2139,22,1
2141,20,1
2141,23,1
2141,31,1
2141,57,1
2143,20,1
2143,24,1
2144,20,2
2145,40,1
2145,54,1
2146,35,1
2147,15,1
2147,19,1
2147,24,1
2147,32,1
2148,19,1
2148,20,1
2148,23,1
2148,26,1
2148,27,1
2149,33,1
2150,1,1
2150,18,1
2150,19,1
2150,23,1
2150,31,1
2152,26,1
2152,43,1
2153,20,1
2153,23,1
2153,40,1
2154,43,1
2154,57,1
2156,1,1
2156,2,1
2156,20,1
2157,20,1
2157,23,1
2158,20,1
2159,17,1
2160,1,1
2160,9,1
2161,1,1
2161,33,1
2161,46,1
2161,63,1
2164,6,1
2164,10,1
2165,20,2
2165,39,1
2166,6,1
2166,20,1
2167,6,1
2167,40,1
2168,20,1
2168,33,1
2169,24,1
2170,17,1
2170,19,1
2172,4,1
2172,19,2
2172,20,1
2172,24,1
2172,39,1
2173,19,1
2174,43,1
2176,17,1
2176,19,1
2176,20,1
2177,19,1
2177,20,1
2177,52,1
2178,16,1
2178,54,1
2179,1,1
2179,31,1
2180,19,1
2180,26,1
2180,35,1
2182,19,1
2182,24,1
2184,2,1
2185,1,1
2186,6,1
2186,10,1
2187,33,1
2188,43,1
2189,19,1
2191,6,1
2191,10,1
2192,49,1
2193,9,1
2194,20,1
2194,23,1
2194,57,1
2194,61,1
2195,1,1
2195,8,1
2195,18,1
2195,20,1
2196,20,1
2196,33,1
2197,19,1
2199,1,1
2199,20,1
2201,1,2
2201,6,1
2201,9,1
2201,19,1
2202,21,4
2202,33,1
2203,17,1
2203,20,1
2203,43,1
2203,57,1
2204,23,1
2204,53,1
2205,20,2
2206,17,1
2206,19,1
2207,17,1
2207,20,2
2207,43,1
2209,18,1
2209,20,1
2209,23,1
2209,26,1
2209,31,1
2210,12,1
2210,13,1
2210,14,1
2210,23,1
2211,18,1
2211,19,1
2211,20,1
2211,23,1
2211,39,1
2212,20,1
2214,43,1
2214,57,1
2215,1,1
2215,18,1
2215,19,1
2215,24,1
2216,6,1
2216,10,1
2218,19,1
2220,57,1
2221,19,1
2221,35,1
2222,20,1
2222,44,1
2222,62,1
2223,22,1
2223,32,1
2224,49,1
2225,20,2
2225,23,1
2225,46,1
2225,63,1
2226,18,1
2227,22,1
2227,32,1
2228,7,1
2228,8,1
2228,20,4
2228,62,1
2230,15,1
2230,20,1
2231,9,1
2231,19,1
2232,19,1
2233,4,1
2233,20,1
2234,12,1
2234,20,2
2234,42,1
2235,17,1
2235,24,1
2235,26,1
2235,38,1
2236,16,1
2237,19,1
2238,20,2
2238,23,1
2238,33,1
2238,41,1
2238,42,1
2238,46,1
2238,63,1
2240,4,1
2240,20,1
2241,17,1
2242,20,1
2242,40,1
2242,51,1
2243,19,1
2243,39,1
2243,43,1
2246,23,1
2246,35,1
2246,46,1
2246,63,1
2247,20,1
2247,57,1
2249,7,1
2249,20,1
2250,17,1
2250,20,1
2250,64,1
2252,39,1
2252,44,1
2254,23,1
2255,20,1
2255,43,1
2259,8,2
2260,20,1
2261,15,1
2261,20,1
2261,32,1
2262,6,1
2262,10,1
2263,16,1
2264,17,1
2264,39,1
2266,19,1
2268,19,1
2269,9,1
2270,33,1
2271,20,1
2272,20,1
2272,26,1
2273,1,1
2273,17,1
2273,23,1
2273,33,1
2274,19,3
2275,1,1
2275,18,1
2275,33,1
2276,22,1
2276,32,1
2277,19,1
2277,20,1
2277,23,1
2277,24,1
2278,14,1
2278,26,1
2278,51,1
2279,39,1
2280,8,1
2281,1,1
2281,18,1
2281,20,1
2282,1,1
2282,18,1
2282,20,1
2282,31,1
2282,38,1
2283,20,2
2284,1,1
2284,23,1
2284,26,1
2285,17,1
2285,43,1
2286,20,1
2286,23,1
2286,24,1
2287,16,1
2288,26,1
2288,59,1
2289,11,1
2289,57,1
2290,1,1
2290,17,1
2290,18,1
2290,20,1
2291,33,1
2293,6,1
2293,13,1
2293,14,1
2293,23,1
2294,19,1
2294,24,1
2295,17,1
2295,19,1
2295,20,1
2295,23,1
2296,19,1
2296,20,1
2296,41,1
2297,6,1
2297,23,1
2297,46,1
2297,63,1
2298,1,1
2298,15,1
2298,18,1
2298,20,1
2300,2,1
2301,20,1
2301,23,1
2301,53,1
2302,20,1
2302,46,1
2302,63,1
2303,17,1
2303,27,1
2304,20,1
2304,51,1
2305,20,2
2306,1,1
2306,20,1
2306,26,1
2307,31,1
2308,9,1
2308,20,1
2308,23,3
2309,10,1
2310,1,1
2310,6,1
2310,15,1
2310,18,1
2310,20,1
2311,19,1
2312,1,1
2312,19,1
2312,22,1
2313,22,1
2314,10,1
2314,19,1
2314,20,1
2314,23,2
2314,39,1
2315,33,1
2316,1,1
2316,18,1
2316,19,1
2316,22,1
2316,24,1
2317,19,1
2317,20,1
2317,52,1
2318,22,1
2320,6,1
2320,10,1
2321,35,1
2321,40,1
2322,20,1
2322,23,1
2322,60,1
2323,20,1
2323,64,1
2324,51,1
2326,8,1
2326,26,1
2327,1,1
2327,18,1
2327,23,1
2328,1,1
2328,20,1
2328,47,1
2328,57,1
2330,17,1
2330,19,1
2330,20,1
2332,52,1
2333,20,1
2333,33,1
2334,23,1
2335,13,1
2335,14,1
2335,23,1
2336,20,1
2336,52,1
2337,47,1
2337,57,1
2338,19,1
2338,20,1
2338,24,1
2338,64,1
2339,46,1
2339,63,1
2340,20,1
2341,19,1
2341,22,1
2341,24,1
2343,24,1
2343,64,1
2346,8,1
2346,20,1
2346,33,1
2347,7,1
2347,8,1
2347,20,3
2348,17,1
2348,40,1
2349,6,1
2349,20,1
2350,20,2
2350,26,1
2350,53,1
2352,19,1
2352,20,1
2352,24,1
2352,41,1
2354,1,1
2354,24,1
2354,64,1
2355,19,1
2355,24,1
2357,24,1
2358,19,1
2359,1,1
2359,20,1
2359,22,1
2359,60,1
2360,6,1
2360,10,1
2361,1,1
2362,52,1
2363,1,1
2363,4,1
2363,23,1
2363,32,1
2363,60,1
2364,17,1
2365,49,1
2366,20,1
2366,31,1
2368,8,1
2368,10,2
2368,21,3
2369,1,1
2369,18,1
2369,33,1
2370,16,1
2371,20,1
2371,31,1
2372,21,1
2372,24,1
2372,64,1
2373,1,1
2373,18,1
2373,20,2
2374,9,1
2374,26,1
2376,1,1
2376,18,1
2377,6,1
2377,10,1
2378,4,1
2378,6,1
2378,40,1
2379,7,1
2379,8,1
2379,62,2
2380,38,1
2381,40,1
2382,19,1
2382,20,1
2382,22,1
2382,24,1
2383,19,1
2383,23,1
2383,52,1
2384,20,2
2385,20,1
2386,7,1
2386,8,1
2386,62,1
2387,22,1
2387,23,1
2387,32,1
2387,59,1
2389,1,1
2389,19,1
2391,6,1
2391,10,1
2392,2,1
2393,1,1
2393,19,1
2395,19,1
2395,20,1
2396,19,1
2396,38,2
